business_name,Address,Founded / Registration Date,Erloschen / Took possesion,Expiration Date
Fa. Ruheplatz 12 Hausverwaltungs-GmbH,"Am Park 11,  Berlin",,,
Orion Hausverwaltungsgesellschaft mbH,"Am Park 11,  Berlin",1922,,
Dr. jur. Ernst Meyer,"Am Park 18,  Berlin",1934,1940,
Ahasver Grundstücks-Verwaltungs- und Verwertungs-AG,"Am Park 20,  Berlin",1922,1937,
"Langweil, Richard","Am Park 23,  Berlin",,,
Max Levi Lederwaren,"Am Rosenanger 21,  Berlin",1915,1938,
Bau- und Bodengesellschaft Wannsee mbH,"Am Sandwerder 10,  Berlin",1923,1936,1937
Motorwagen-Vertrieb Ludwig u. Robert Reichmann,"Am Schloßplatz 1,  Berlin",1935,1939,
Leo Blumenthal,"Am Stadtpark 4,  Berlin",1925,1937,
G. Feibisch AG,"Am Treptower Park 28/30,  Berlin",1919,1938,
Karl Herzog,"Am Treptower Park 43,  Berlin",1911,1943,
"Jacobsohn, Emmy","Am Treptower Park 49,  Berlin",,,
Carl Nadelmann,"Am Weidendamm 1,  Berlin",1927,1933,
Marcus & Volkmar,"Am Weidendamm 1a,  Berlin",1900,1937,
Max A. Goldschmidt,"Am Weidendamm 1a,  Berlin",1927,1938,
"Herzberg, Berthold","Am Wieselbau 26,  Berlin",,,
Deutsches National-Theater AG,"Am Zirkus 1,  Berlin",1917,1934,
Max Tarlowsky,"Am Zirkus 7,  Berlin",1923,1937,
Jos. Steinberg GmbH,"Amalienstr. 2/4,  Berlin",1926,1936,
S. Rawitzki,"An der Apostelkirche 7,  Berlin",1909,1938,
Oskar Edinger,"An der Heerstr. 77,  Berlin",1927,1934,
J. Lewinski & Co,"An der Jerusalemer Kirche 2,  Berlin",1931,1939,
Dr. Gustav Wicke,"An der Ringbahn ,  Berlin",1909,1938,
Ary Doctor,"An der Schleuse 12,  Berlin",1904,1938,
Louis L. Rabow,"An der Schleuse 12,  Berlin",1915,1938,
C. N. Engelhard,"An der Schleuse 13,  Berlin",1900,1938,
Moses Kirschenbaum,"An der Spandauer Brücke  6,  Berlin",,,
Stempel-Kaffee,"An der Spandauer Brücke  6,  Berlin",,,
Hansjacob Bornstein,"An der Spandauer Brücke  9,  Berlin",,,
Willi W. Neumann,"An der Spandauer Brücke 1,  Berlin",1916,1936,
Erber & Co,"An der Spandauer Brücke 1,  Berlin",1931,1939,
Maximilian Meyer,"An der Spandauer Brücke 1,  Berlin",1903,1939,
Simon Kaplan,"An der Spandauer Brücke 11,  Berlin",1922,1941,
Julius Pinner,"An der Spandauer Brücke 12,  Berlin",1911,1938,
Goldberg & Co,"An der Spandauer Brücke 13,  Berlin",1935,1939,
"Kiwe Windholz, Mech. Herren-Kleiderfabrik","An der Spandauer Brücke 13,  Berlin",1925,1939,
A. Chill & Co,"An der Spandauer Brücke 13, Berlin",1921,1938,
Jakob Sokal,"An der Spandauer Brücke 14,  Berlin",1935,1939,
Gotthilf Rosenbaum,"An der Spandauer Brücke 15,  Berlin",1919,1932,
L. Pakuscher,"An der Spandauer Brücke 15,  Berlin",1901,1940,
Leinen-Baumwollwaren Tuche & Futterstoffe en gros Max Herzog,"An der Spandauer Brücke 15,  Berlin",1914,1940,
N. Schneidemühl,"An der Spandauer Brücke 1a,  Berlin",1900,1932,
Alfred Mokrauer,"An der Spandauer Brücke 1b,  Berlin",1920,1940,1940
Simon Barber,"An der Spandauer Brücke 1b,  Berlin",1921,1939,
Albert Moses,"An der Spandauer Brücke 2,  Berlin",1902,1936,
F. & M. Grunwald,"An der Spandauer Brücke 2,  Berlin",1933,1939,
Moritz J. Marcus,"An der Spandauer Brücke 2,  Berlin",1901,1939,
Seidemann & Co,"An der Spandauer Brücke 2,  Berlin",1937,1940,
Schwarz & Rosenau,"An der Spandauer Brücke 2,  Berlin",1901,,
Emanuel Japhet,"An der Spandauer Brücke 4/5,  Berlin",1901,1939,
Huthaus Rekord Samuel Horowitz,"An der Spandauer Brücke 6,  Berlin",1922,1938,1939
C. Borinski & Co,"An der Spandauer Brücke 6,  Berlin",1905,1938,1939
Gorodecki & Will,"An der Spandauer Brücke 6,  Berlin",1929,1939,
M. & L. Hausen,"An der Spandauer Brücke 6,  Berlin",1913,1942,
Sittenfeld & Cossmann,"An der Stechbahn 1,  Berlin",1930,1938,
Jacquier & Securius,"An der Stechbahn 3/4,  Berlin",1817,1938,1938
B.R.C. Helvetia e.V.,"An der Wuhlheide 196,  Berlin",,,
Emerich C. Kellermann,"Andreasstr. 26,  Berlin",1904,1938,1939
Nathan Goldschmidt,"Andreasstr. 31,  Berlin",1909,1936,
Berliner Mazzoth Fabrik Brüder Herzog,"Andreasstr. 32,  Berlin",1924,1938,
Dampfbrotfabrik Wilhelma Michael Herzog,"Andreasstr. 32,  Berlin",1921,1938,
Eugen Oppenheimer,"Andreasstr. 32,  Berlin",1926,1938,
Landsberger Gebr.,"Andreasstr. 40,  Berlin",1919,1939,
Ernst Schlesinger Zigarren- und Tabak-Fabrik,"Andreasstr. 40,  Berlin",1919,1940,
Julius Mannes,"Andreasstr. 43,  Berlin",1930,1939,
Andreas-Club Gebrüder Marcus,"Andreasstr. 48,  Berlin",1933,,1940
Max Marcus & Söhne,"Andreasstr. 48,  Berlin",1903,1938,
Heinrich Lewinski,"Andreasstr. 48,  Berlin",1900,1940,
Scherzer & Broh,"Andreasstr. 5,  Berlin",1929,1938,
Confektionshaus Osten Salo Kainer,"Andreasstr. 52,  Berlin",1911,1938,
Leiser Kranzler,"Andreasstr. 57,  Berlin",1916,1936,
Werksbedarf Kurt Methner,"Andreasstr. 59,  Berlin",1938,1939,
Arnold Lippmann Inh. David Lippmann,"Andreasstr. 6,  Berlin",1921,1939,
Leo Meyersohn,"Andreasstr. 68,  Berlin",1924,1940,
Carl Raehmer Nchflg.,"Andreasstr. 69,  Berlin",1903,1939,
Salomon Messinger,"Andreasstr. 69,  Berlin",1930,1940,
Wäscherei Frau Knauder,"Anemonenstr.  14,  Berlin",,,
Camnitzer & Co,"Anhalter Str. 13,  Berlin",1919,1941,
GRG Großberliner Reinigungs-GmbH,"Anhalter Str. 3,  Berlin",1930,1933,1939
S. Guttfeld & Co,"Anhalter Str. 7,  Berlin",1913,,
Gebr. Brodsky GmbH,"Anhalter Str. 8,  Berlin",1922,1935,
Gabriel Weinblatt,"Anklamer Str.  47,  Berlin",,,
Elektro-Großhandel Willi Redlich,"Anklamer Str. 33,  Berlin",1929,1930,1934
Tegge und Neubert,"Anklamer Str. 33,  Berlin",1919,1939,
Zions-Apotheke u. Drogerie Isbert Semmel,"Anklamer Str. 39,  Berlin",1902,1936,
Dr. H. Sauer GmbH,"Anklamer Str. 39,  Berlin",1912,1939,
Jacob Jonas,"Annenstr.  9,  Berlin",,,
Salke Gettinger Putz- und Bettfedern Engros,"Annenstr. 12,  Berlin",1922,1939,
Hahn'sches Kleiderwerk GmbH,"Annenstr. 3,  Berlin",1922,,
Hermann Gerber & Co,"Ansbacher Str 2,  Berlin",1928,1935,
Leopold Weiß,"Ansbacher Str 21,  Berlin",1900,,
Albert Joel junior,"Ansbacher Str 22,  Berlin",1913,1939,
Theodor Löwenthal,"Ansbacher Str 4,  Berlin",1906,1938,1939
Willy Neißer,"Ansbacher Str.  23,  Berlin",,,
Feinbäckerei Grüsser,"Ansbacher Str.  29,  Berlin",,,
Jalousien-Stein,"Ansbacher Str.  29,  Berlin",,,
Sally Appel,"Ansbacher Str.  38,  Berlin",,,
Hermann Löwinger,"Ansbacher Str.  40,  Berlin",,,
Arthur Geisler,"Ansbacher Str.  42,  Berlin",,,
Otto Kempner (Kemper),"Ansbacher Str.  46,  Berlin",,,
Hans Bombek,"Ansbacher Str.  48,  Berlin",,,
Armin Katz,"Ansbacher Str.  8,  Berlin",,,
Sigbert Gehr,"Ansbacher Str.  9,  Berlin",,,
Juwelen Leihhaus Rakowski & Scheinholz,"Ansbacher Str. 10,  Berlin",1924,1941,
Weltrundschau Presse-Photo-Verlag Rudolf Birnbach,"Ansbacher Str. 17,  Berlin",1930,1934,
Leopold Wolff,"Ansbacher Str. 51,  Berlin",1925,1938,
Georg Schlochauer,"Ansbacher Str. 55,  Berlin",1927,1938,
Arthur Sommerfeld,"Ansbacher Str. 55,  Berlin",1919,1940,
Gorbatschow Liköre J. Kramer & Co,"Ansbacher Str. 8a,  Berlin",1928-01-27,1938,
Ivan Lesser,"Ansbacher Str. 9,  Berlin",1901,1937,
"Rosenstock, Frieda","Ansbacherstr. 25,  Berlin",,,
Abraham Schaul,"Anzengruberstr.  11,  Berlin",,,
J. Lauffer & Co Kurzwaren Engros,"Anzengruberstr. 26,  Berlin",1926,1941,
Albert Krotoschin,"Anzengruberstr. 6,  Berlin",1936,1940,
Böhm & Co,"Apostel Paulus Str. 12,  Berlin",1927,1938,
Geschwister Hülse,"Apostel-Paulus-Str.  26,  Berlin",,,
Isidor Schwalbe,"Apostel-Paulus-Str. 18 (AF),  Berlin",1938,1941,
"Horwitz, James","Apostel-Paulus-Str. 20,  Berlin",,,
"Voss, Hertha","Apostel-Paulus-Str. 25,  Berlin",,,
"Joseph, Adolf","Apostel-Paulus-Str. 26,  Berlin",,,
"Dienemann, Hans","Apostel-Paulusstr. 36,  Berlin",,,
Siegfried Tockus,"Arminiushalle, Stand  285,  Berlin",,,
"Badasch, Max","Arndtstr. 29,  Berlin",,,
Gustav Stahr,"Artilleriestr.  36,  Berlin",,,
Hugo Samter,"Artilleriestr. 3,  Berlin",1935,1939,
"Curt Salomon, Metalle","Artilleriestr. 9,  Berlin",1923,1939,1940
Johanna Silberstein (geb. Obersky),"Aschaffenburger Str.  15,  Berlin",,,
Louis Mandelbaum,"Aschaffenburger Str.  22,  Berlin",,,
Marie Auerbach,"Aschaffenburger Str.  9,  Berlin",,,
Nathan Hendelsohn,"Aschaffenburger Str. 14,  Berlin",1920,1936,
"Moses, Franziska","Aschaffenburger Str. 15,  Berlin",,,
Willy W. Cahn,"Aschaffenburger Str. 18,  Berlin",1935,1939,
"Walter Zarek, Holzcommission","Aschaffenburger Str. 20,  Berlin",1927,1938,1939
"Krämer, Clara","Aschaffenburger Str. 20, III.,,  Berlin",,,
"Geraer Kammgarnfärberei und Appreturanstalt, GmbH","Aschaffenburger Str. 23,  Berlin",1933,1939,1940
Bureau für Zeitungsausschnitte H. u. R. Gerstmann,"Aschaffenburger Str. 3,  Berlin",1933,1937,1940
Kurt Zempelburg,"Aschaffenburger Str. 4,  Berlin",1927,1936,
Wettiner Apotheke Otto Paul Dietrich,"Aschaffenburger Str. 5,  Berlin",1911,1936,
"Busse, Vilma","Aschaffenburger Str. 6, ptr.,,  Berlin",,,
Nicolaus Stern,"Aschaffenburger Str. 6a,  Berlin",1923,1937,
"Auerbach, Marie","Aschaffenburger Str. 9,  Berlin",,,
"Kreisel, Siegesmund","Attilastr. 96,  Berlin",,,
Bernstein & Comp. Specialgeschäft für Nähmaschinen und Fahrräder,"Auerbachstr. 17,  Berlin",1917,1938,
"Strumpfhaus Kawed, M. Wilder","Augsburger Str.  21,  Berlin",,,
Jenny Helmrich,"Augsburger Str.  28,  Berlin",,,
Schusterjunge,"Augsburger Str.  41,  Berlin",,,
Margarethe Meyer (Papier-Meyer),"Augsburger Str.  43,  Berlin",,,
Bernhard Bremmler,"Augsburger Str.  44,  Berlin",,,
Bruno Berg,"Augsburger Str.  47,  Berlin",,,
J. Schabschin,"Augsburger Str.  50,  Berlin",,,
F. Messerer,"Augsburger Str.  53,  Berlin",,,
Julius Josephsohn,"Augsburger Str.  60,  Berlin",,,
Edith Poppelauer,"Augsburger Str.  68,  Berlin",,,
Modesalon E. Lichtblau,"Augsburger Str.  8,  Berlin",,,
Benno Lobatz,"Augsburger Str. 10,  Berlin",1927,1938,1940
Heinrich Rosenberg,"Augsburger Str. 13,  Berlin",1920,1937,
J. Dresdner Nachfolger,"Augsburger Str. 17,  Berlin",1901,,1941
Fa. Transvaalstr. 16 GmbH,"Augsburger Str. 18,  Berlin",,,
Verwertungsgesellschaft Bornholmer Str. 89 mbH,"Augsburger Str. 21,  Berlin",,,
Heinrich Steinbrecher Tabakwaren-Großhandlung,"Augsburger Str. 24,  Berlin",1935,1940,
"Jacob Lewinsohn, Darmhandlung Import & Export","Augsburger Str. 29,  Berlin",1934,1937,
Kommissionsgesellschaft William Cohn & Co,"Augsburger Str. 30,  Berlin",1921,1936,
Leo Katz,"Augsburger Str. 31,  Berlin",1908,1939,
Bernhard Krämer,"Augsburger Str. 35,  Berlin",1902,,1932
Martin M. Sternburg Mehl- und Getreide-Großhandel GmbH,"Augsburger Str. 38,  Berlin",1931,1936,
Hugo Streisand,"Augsburger Str. 38,  Berlin",1900,1940,
Kurt Saalfeld,"Augsburger Str. 40,  Berlin",1934,1939,
Excelsior Import und Export Handelsgesellschaft mbH,"Augsburger Str. 42,  Berlin",1923,1938,1939
Wilhelm Wolff,"Augsburger Str. 42,  Berlin",1908,1932,
"Schwarzleder, Efim","Augsburger Str. 51,  Berlin",,,
Th. Keßler,"Augsburger Str. 52,  Berlin",1900,1935,
"Schönwald, Ernst","Augsburger Str. 53,  Berlin",,,
"Mannheimer, Albert","Augsburger Str. 53, Biswanger,,  Berlin",,,
Erich Reiß Verlag GmbH,"Augsburger Str. 54,  Berlin",1929,1938,1940
Fritz Cassirer,"Augsburger Str. 54,  Berlin",1924,1937,
Erich Reiß Verlag,"Augsburger Str. 54,  Berlin",1908,1938,
"Keren. Tora Wa Awoda f. Deutschland, Fonds der religiös-zionistischen Jugend","Augsburger Str. 60,  Berlin",,,
Hospitalia Arzt- & Krankenhausbedarf Harry Zerkowski,"Augsburger Str. 61,  Berlin",1932,1936,1939
Max Oppen in Güstrow (Mecklenburg) mit gleichnamiger Zweigniederlassung Berlin,"Augsburger Str. 61,  Berlin",1936,1942,
David Farkas,"Augsburger Str. 66,  Berlin",1911,1940,
Sigm. Karger,"Augsburger Str. 68,  Berlin",1903,1939,
Ernst Kallmann,"Augsburger Str. 74,  Berlin",1903,1938,
Ilse Schiftan,"Augsburgerstr.  45,  Berlin",,,
Vitali Taragona,"Augsburgerstr. 40,  Berlin",1938,1939,1940
Alfred Becker,"Augsburgerstr. 48,  Berlin",1924,1938,
Sturmthal & Co,"Augsburgerstr. 55,  Berlin",1920,1939,
"Kino GmbH, Tegel-Berlin","August-Müller-Str. 2,  Berlin",1932,1934,
Wolff u. Leonhardt,"Augustastr. 1,  Berlin",1910,1939,
Preußen-Apotheke Johannes Bockshammer,"Augustastr. 18,  Berlin",1914,1936,
Ludwig Schönfeld,"Augustastr. 65,  Berlin",1927,1941,
Gustav Nölter AG,"Augustastr. 8,  Berlin",1934,1937,
"Salon Grünler, vormals: Salon Boch","Auguste-Viktoria-Str.  55,  Berlin",,,
"Mamlok, Messow & Hirschfeldt, Furniermesserei, GmbH","Auguste-Viktoria-Str. ,  Berlin",1930,1933,1937
"Mamlok, Messow & Hirschfeldt","Auguste-Viktoria-Weg ,  Berlin",1919,1933,
Apotheke u. Drogenhandlung zum gekrönten schwarzen Adler Hugo Loebinger,"Auguststr. 60,  Berlin",1908,1936,
Erwin Wortsmann & Co GmbH,"Babbarossastr. 49,  Berlin",1934,1939,
Anacker & Falk,"Babelsberger  Str. 52,  Berlin",1912,1942,
Industriebedarf Falk & Co,"Babelsberger Str. 40,  Berlin",1923,1939,
Ely F. Uziel,"Babelsberger Str. 47,  Berlin",1924,1934,
H. Kulke & Co,"Babelsberger Str. 49,  Berlin",1905,1938,1938
Siegfried Emanuel,"Babelsberger Str. 5,  Berlin",1911,1932,
Horodisch & Marx GmbH,"Babelsberger Str. 5,  Berlin",1932,1936,
D. J. Weiner & Co Bürobedarf-Schreibwaren-Vertrieb und Export,"Bachestr. 1,  Berlin",1903,1940,
"Liebeskind, Adolf","Bachestr. 9,  Berlin",,,
Eduard Moskowitz,"Bachstr.  11,  Berlin",,,
Josef Gonzer,"Bachstr.  488,  Berlin",,,
Carl Cohn jr.,"Bachstr. 10,  Berlin",1903,1937,
Leo Goldschmidt Getreide und Bankkommissionen,"Bachstr. 10,  Berlin",1919,,
Albert Stolzmann,"Bachstr. 14,  Berlin",1912,1939,
Martin Kanter,"Bachstr. 7,  Berlin",1916,1936,
Max Weißbrod,"Bachstr. 8,  Berlin",1919,1937,
Lacteol Dr. Boucard GmbH,"Bachstr. 8,  Berlin",1927,1940,
Menelaos Grundstückserwerbsgesellschaft mbH,"Badener Ring 36 (Quelle: 6),  Berlin",1922,,
Forgatsch,"Badensche Str.  13,  Berlin",,,
Saloman Krausz,"Badensche Str.  21,  Berlin",,,
Arthur Tobinski,"Badensche Str.  29,  Berlin",,,
"Schwan-Drogerie, Bernhard Cohn","Badensche Str.  46,  Berlin",,,
Minnie Nachschön,"Badensche Str.  8,  Berlin",,,
Albert Rieß,"Badensche Str. 13,  Berlin",1935,1938,1939
Bernhard Baer,"Badensche Str. 14,  Berlin",1910,1936,
William Geiger & Co,"Badensche Str. 15,  Berlin",1922,1938,
Ignaz Cohn,"Badensche Str. 19,  Berlin",1931,1939,
"Willy Lowinsky, Ingenieur","Badensche Str. 29a,  Berlin",1926,1938,
"Kurt Albert Schmidt, Metallhandelsgesellschaft mbH","Badensche Str. 31,  Berlin",1934,,
Max Meyer,"Badensche Str. 35,  Berlin",1916,1939,
Julius Hirschmann,"Badensche Str. 39,  Berlin",1908,1939,
Leo Kaufmann,"Badensche Str. 4,  Berlin",1936,1938,
"Beuthner, Hertha","Badensche Str. 54, G. I.,,  Berlin",,,
Victor Szanto Kunstwerkstätte für Möbel und Innenausbau,"Badensche Str. 6,  Berlin",1925,1937,
"Koppel, Edith","Badensche Str. 6,  Berlin",,,
"Koppel, Max","Badensche Str. 6,  Berlin",,,
"Koppel, Josef Erich","Badensche Str. 6, Böhm,,  Berlin",,,
"Mosson, Henny","Badensche-Str. 4,  Berlin",,,
F. Posener & Co,"Badenschestr. 5,  Berlin",1903,1939,
Arnold Friedler,"Badstr.  59,  Berlin",,,
Dr. Apt & Co,"Badstr. 11,  Berlin",1921,1937,
Siegbert Baum,"Badstr. 23,  Berlin",1936,1939,
I. Baer,"Badstr. 26,  Berlin",1904,1938,1938
Schuhwarenhaus Adolf Sommerfeld,"Badstr. 31,  Berlin",1937,1939,1940
Deutsches Schuhwarenhaus Adolf Sommerfeld,"Badstr. 31,  Berlin",1915,1934,
Isidor Bendit,"Badstr. 38/39,  Berlin",1900,1939,
L. Rosenbach & Sohn,"Badstr. 40,  Berlin",1919,1936,
Hutbazar Deutscher Sport Julius Lewy (Hutsport),"Badstr. 44,  Berlin",1926,1938,
Siegfried Sch. Goldstein,"Badstr. 45/46,  Berlin",1915,1940,
Adolph Lewinski,"Badstr. 55,  Berlin",1900,1932,
Fröhlich & Kohnke,"Badstr. 57,  Berlin",1913,1936,
Berliner Schneiderei Artikel Simon Lilienfeld,"Badstr. 60,  Berlin",1905,1939,
Paul Hutzelmann,"Badstr. 61,  Berlin",1922,1940,
Oskar Selzer Tabakwaren-Großhandlung,"Badstr. 62,  Berlin",1934,1935,
Lysa Textilwaren GmbH,"Badstr. 62,  Berlin",1930,1937,
Huthaus Norden James Levy,"Badstr. 65,  Berlin",1912,1934,
Chaim Zupan,"Bahnhofstr.  17,  Berlin",,,
Georg Rachmiel,"Bahnhofstr. 7/49,  Berlin",1923,1936,
"Rosenstrauch, Herbert","Bahnstr. 1,  Berlin",,,
M. Nawratzki Söhne,"Bahnstr. 16,  Berlin",1902,1938,
Cigarrenhaus Groß-Berlin Passow u. Neimann,"Bahnstr. 18,  Berlin",1919,1934,
Securex-Glas GmbH,"Bahnstr. 22,  Berlin",1930,1936,
H. Hahner Nflgr.,"Bahnstr. 22,  Berlin",1901,1939,
"Dünner, Philipp","Bahnstr. 45,  Berlin",,,
Reh & Praedel,"Bahnstr. 68/72,  Berlin",1908,1933,
Jos. Ritterband,"Bamberger Str.  12,  Berlin",,,
Diätspeisewirtschaft Friedemann,"Bamberger Str.  3,  Berlin",,,
M. Waldberg,"Bamberger Str.  35,  Berlin",,,
Versicherungsbüro Hans Beermann,"Bamberger Str.  39,  Berlin",,,
Fahrschule Ing. Leopold,"Bamberger Str.  41,  Berlin",,,
Diät-Friedemann,"Bamberger Str.  5,  Berlin",,,
Geschw. Pollnow,"Bamberger Str.  61,  Berlin",,,
"Zeug, Jakob","Bamberger Str. 14,  Berlin",,,
"Lewin, Gertrud","Bamberger Str. 15, Gths. I., III.,,  Berlin",,,
"Redlich, Fritz","Bamberger Str. 17,  Berlin",,,
"Bonwitt, Else","Bamberger Str. 18,  Berlin",,,
Alfred Brüll,"Bamberger Str. 19,  Berlin",,,
"Tucholski, Paul","Bamberger Str. 19,  Berlin",,,
Grundstücksverwertungsgesellschaft Klausner GmbH,"Bamberger Str. 25,  Berlin",1922,1937,1938
"Aron, George","Bamberger Str. 26,  Berlin",,,
"Plachte, Martin","Bamberger Str. 26,  Berlin",,,
"Freund, Lucie","Bamberger Str. 27,  Berlin",,,
"Herzfeld, Walter","Bamberger Str. 27,  Berlin",,,
Drei-Sprachen-Korrespondenz Benno Marcus,"Bamberger Str. 28,  Berlin",1931,1933,
Heinz Nathanson,"Bamberger Str. 28,  Berlin",1935,1938,
"Broh, Louis","Bamberger Str. 30,  Berlin",,,
"Broh, Walther","Bamberger Str. 30,  Berlin",,,
Moses Lesser Beutler,"Bamberger Str. 31,  Berlin",1935,1939,
Hermann Michaelis,"Bamberger Str. 34,  Berlin",1908,1939,
Hugo Speyer,"Bamberger Str. 36,  Berlin",1926,1938,
"Berger, Irma","Bamberger Str. 37,  Berlin",,,
Max Lehmann Agentur,"Bamberger Str. 38,  Berlin",1902,1939,
"Würtenberg, Erich","Bamberger Str. 40,  Berlin",,,
Cohntex Curt G. Cohn,"Bamberger Str. 41,  Berlin",1934,1939,
Philharmonischer Verlag Benno Goldfeder,"Bamberger Str. 46,  Berlin",1906,1939,
"Kohn, Kurt","Bamberger Str. 46, Gth. IV.,,  Berlin",,,
Lecigran GmbH,"Bamberger Str. 47,  Berlin",1930,1938,
"Senger, Gertrud","Bamberger Str. 49,  Berlin",,,
Isidor Wechsler,"Bamberger Str. 5,  Berlin",1924,1938,
Jüdische Landarbeit GmbH,"Bamberger Str. 50,  Berlin",1928,1941,
Felix Josky,"Bamberger Str. 60,  Berlin",1909,1941,
Salo Graetzer Agtenur & Commission,"Bamberger Str. 60,  Berlin",1911,1941,
Deutsche Pharmazeutische Gesellschaft Norgine mbH,"Bamberger Str. 61,  Berlin",1928,1938,
Metallochemische Fabrik AG,"Bamberger Str. 61,  Berlin",1921,,
Oskar Schloß Verlag GmbH,"Bamberger Str. 61,  Berlin",1929,,
Verlag Harry Friedländer,"Bamberger Str. 7,  Berlin",1925,1938,1939
A. Woitke,"Bamberger Str./ Ecke Nachod Str. ,  Berlin",,,
Leon Klausner,"Bandelstr. 12,  Berlin",1903,1934,
Isidor Reich,"Bandelstr. 43,  Berlin",1916,1936,
"Jacobsohn, Siegfried","Barbarossa Platz 3,  Berlin",,,
"Hoffmann, Alex","Barbarossa Str. 44,  Berlin",,,
Anton Stratmann Kaiser Barbarossa Apotheke,"Barbarossaplatz 1,  Berlin",1909,1936,
Herbert Katz & Jacob Katz,"Barbarossastr.  14,  Berlin",,,
J. Brzezinski,"Barbarossastr.  21,  Berlin",,,
Wäscherei Roth…,"Barbarossastr.  28,  Berlin",,,
Pension Glaser,"Barbarossastr.  35,  Berlin",,,
Pension Hoffmann,"Barbarossastr.  44,  Berlin",,,
Karl Wahaschaff,"Barbarossastr.  48,  Berlin",,,
Gustav Loseynski,"Barbarossastr.  9,  Berlin",,,
Emil Camnitzer,"Barbarossastr. 16,  Berlin",1935,1940,
"Roth, Ludwig","Barbarossastr. 22,  Berlin",,,
"Koken, Alice geb. Krohn","Barbarossastr. 23,  Berlin",,,
"Leipziger, Julia","Barbarossastr. 23,  Berlin",,,
Felix Goldschmidt,"Barbarossastr. 25,  Berlin",1900,1940,
"Silesia, Hüttenprodukte GmbH","Barbarossastr. 26,  Berlin",1919,1936,1938
"Cohn, Gertrud","Barbarossastr. 27,  Berlin",,,
"Lichtenstaedt, Max","Barbarossastr. 31,  Berlin",,,
Conrad Cohn,"Barbarossastr. 32,  Berlin",1922,1937,
Rheinische Weinvertriebs-Gesellschaft Block & Co,"Barbarossastr. 32a,  Berlin",1924,1939,
Louis Wilhelm,"Barbarossastr. 35,  Berlin",1922,1938,
"Glaser, Else","Barbarossastr. 35,  Berlin",,,
"Erstes Wernesgrüner Pilsner, Generalvertrieb Otto Weil","Barbarossastr. 38,  Berlin",1935,1937,1942
Alexander Stern,"Barbarossastr. 39,  Berlin",1927,1938,1940
Bayerisches Viertel Grundstücks-AG,"Barbarossastr. 39,  Berlin",1922,1936,
F. & E. Durra GmbH,"Barbarossastr. 4,  Berlin",1930,1939,
"Bloch, Hans","Barbarossastr. 40,  Berlin",,,
A. Caminer & Co,"Barbarossastr. 41,  Berlin",1937,1939,
"Atlasz, Arnold","Barbarossastr. 41,  Berlin",,,
Alfred Meyersberg,"Barbarossastr. 42,  Berlin",1904,1938,
Lorsch & Co Tüten- und Papier-Vertrieb,"Barbarossastr. 43,  Berlin",1934,1939,1939
Harry Goldschmidt,"Barbarossastr. 43,  Berlin",1906,1939,
Hans Lippmann,"Barbarossastr. 44,  Berlin",1909,1938,
"Sommer, Martha","Barbarossastr. 44,  Berlin",,,
Paul Crohn Kursmakler,"Barbarossastr. 45,  Berlin",1922,1938,
Albert Aschheim Tuch- und Seiden-Manufaktur,"Barbarossastr. 45,  Berlin",1936,1940,
"Kleist, Molly","Barbarossastr. 49,  Berlin",,,
Menki Zimmer,"Barbarossastr. 50,  Berlin",1933,1939,
"Gutkind & Co, GmbH","Barbarossastr. 52,  Berlin",1930,1939,1940
"Lindner, Käte","Barbarossastr. 53, Schlesinger,,  Berlin",,,
"Ambasch, Leon","Barbarossastr. 54,  Berlin",,,
Markus Englaender,"Barbarossastr. 56,  Berlin",1922,1938,
Josef Wachsner & Co,"Barbarossastr. 6,  Berlin",1921,1937,
Alfred Schmoller & Co,"Barbarossastr. 60,  Berlin",1920,1940,
"Wollitzer, Wilhelm","Barbarossastr. 63,  Berlin",,,
Martin Hirschfeld,"Bardelebenstr. 7,  Berlin",1918,1938,
Blumenstein,"Barnimstr.  12,  Berlin",,,
David Epstein,"Barnimstr.  12,  Berlin",,,
Geschw. Hoffmann,"Barnimstr.  12,  Berlin",,,
Marowitz,"Barnimstr.  12,  Berlin",,,
Josef Schmiedermayer,"Barnimstr.  2,  Berlin",,,
Dora Schwing,"Barnimstr.  20,  Berlin",,,
Groß,"Barnimstr.  20,  Berlin",,,
Moritz Tasselkraut,"Barnimstr.  29,  Berlin",,,
Max Markus,"Barnimstr.  30,  Berlin",,,
Hutterer,"Barnimstr.  44,  Berlin",,,
van der Hoeven & Bickenbach AG Darmgroßhandlung und Saitlingssortieranstalt,"Barnimstr. 2,  Berlin",1922,1936,
Gebr. Broh,"Barnimstr. 24,  Berlin",1922,1940,
Baruch Herbst,"Barnimstr. 33,  Berlin",1916,1938,
Martin Blaustein,"Barnimstr. 50,  Berlin",1926,1938,
S. Laqueur Nachf. Bock & Co GmbH,"Barnimstr. 72,  Berlin",1910,1938,1941
Richard Brody,"Bartelstr.  11,  Berlin",,,
"Lilly Silberstein, in Firma Stickerei Lehmann","Bärwaldstr.  47,  Berlin",,,
Kaufhaus Theodor Kirschbaum,"Baselerstr. 46,  Berlin",1905,1938,1939
