"business_name","Address","Founded / Registration Date","Erloschen / Took possesion","Expiration Date","category"
"Hermann Cohn sr.","Alte Leipziger Str. 7/9,  Berlin","1903","1941.0","","textiles and clothing"
"Arthur Leidert","Alte Leipziger Str. 71,  Berlin","1926","1938.0","","textiles and clothing"
"Heinrich Spritzer","Alte Schönhauser 3,  Berlin","1924","1936.0","","textiles and clothing"
"Adolf Feinberg","Alte Schönhauser 46,  Berlin","1902","1938.0","","banks and insurance"
"Heinrich Knoller","Alte Schönhauser Str.  18,  Berlin","","","","advertising"
"S. Isralit","Alte Schönhauser Str.  25,  Berlin","","","","jewelry and precious metals"
"Heinz Gayer","Alte Schönhauser Str.  35,  Berlin","","","","electrical goods"
"Arthur Rotholz","Alte Schönhauser Str.  57,  Berlin","","","",""
"Ignatz Guttmann","Alte Schönhauser Str.  59,  Berlin","","","","textiles and clothing"
"Arnold Naftaniel","Alte Schönhauser Str.  60,  Berlin","","","","chemicals and pharmaceuticals"
"J. Cyfer","Alte Schönhauser Str.  60,  Berlin","","","","leather and shoes"
"B. Szycmann","Alte Schönhauser Str.  9,  Berlin","","","",""
"Moses Lautmann","Alte Schönhauser Str. 10,  Berlin","1926","1933.0","","Möbel"
"L. Nagoschiner","Alte Schönhauser Str. 14/15,  Berlin","1902","1938.0","","Nahrungs- und Genussmittel"
"Cäcilie Brenner","Alte Schönhauser Str. 19,  Berlin","1926","1939.0","","textiles and clothing"
"Wolff Guttmann","Alte Schönhauser Str. 20,  Berlin","1920","1935.0","","Nahrungs- und Genussmittel"
"Martin Glücksmann","Alte Schönhauser Str. 20,  Berlin","1919","1937.0","","textiles and clothing"
"B. Wolff","Alte Schönhauser Str. 23/24,  Berlin","1904","1940.0","","textiles and clothing"
"Norddeutsche Herrenkleider Fabrik Drucker, Wachtel & Co","Alte Schönhauser Str. 3,  Berlin","1922","1940.0","","textiles and clothing"
"Brandenburgische Treuhand AG","Alte Schönhauser Str. 41,  Berlin","1935","1924.0","",""
"Isidor Tikotzky","Alte Schönhauser Str. 42,  Berlin","1936","1940.0","","textiles and clothing"
"Saul Bronn","Alte Schönhauser Str. 48/49,  Berlin","1916","1940.0","","Nahrungs- und Genussmittel"
"Gustav Rosenthal Inh. Henriette Rosenthal","Alte Schönhauser Str. 55,  Berlin","1913","1939.0","","publishing and printing"
"Louis Rosenthal jr.","Alte Schützenstr. 2,  Berlin","1900","1938.0","","textiles and clothing"
"Alfred Weiß","Altenburger Allee 19,  Berlin","1932","1938.0","1940.0","textiles and clothing"
"Fürstenbrunn GmbH","Alter Fürstenbrunner Weg 25/32,  Berlin","1937","1938.0","","Nahrungs- und Genussmittel"
"Karl Abrahamowsky","Altonaer Str.  3,  Berlin","","","","Nahrungs- und Genussmittel"
"Hanna Feiertag","Altonaer Str.  32,  Berlin","","","",""
"Otto Menzel, Antiquariat Hansa","Altonaer Str.  7,  Berlin","","","","books and art"
"Oppenheimer & Rosenbaum","Altonaer Str. 1,  Berlin","1901","1936.0","","banks and insurance"
"H. Offenberg & Co","Altonaer Str. 11,  Berlin","1925","1938.0","","metals and metal goods"
"Jacob, Mathilde","Altonaer Str. 11,  Berlin","","","",""
"Jastrow, Klara","Altonaer Str. 11,  Berlin","","","",""
"Emil Kirstein","Altonaer Str. 12,  Berlin","1913","1935.0","","banks and insurance"
"Wilh. Feilchenfeld","Altonaer Str. 12,  Berlin","1900","1936.0","","other"
"Georg Loewenheim","Altonaer Str. 13,  Berlin","1921","1936.0","","Nahrungs- und Genussmittel"
"Gersten & Neumann","Altonaer Str. 13,  Berlin","1937","1939.0","","textiles and clothing"
"Magnus, Benjamin David","Altonaer Str. 16,  Berlin","","","","advertising"
"S. Hoffnung","Altonaer Str. 17,  Berlin","1901","1937.0","","leather and shoes"
"Mohr, Adolf","Altonaer Str. 17,  Berlin","","","",""
"Moritz Heymann","Altonaer Str. 22,  Berlin","1936","1939.0","","household goods"
"Fabrik chemisch-pharmazeutischer und cosmetischer Präparate Walter Weiß Apotheker","Altonaer Str. 29,  Berlin","1914","1938.0","","chemicals and pharmaceuticals"
"Siegfried Loeser","Altonaer Str. 32,  Berlin","1914","1937.0","","other"
"Sigmund Weltlinger","Altonaer Str. 33,  Berlin","1925","1938.0","","banks and insurance"
"Paul Loeb","Altonaer Str. 35,  Berlin","1928","1937.0","","banks and insurance"
"Kraft, Leo","Altonaer Str. 35,  Berlin","","","","textiles and clothing"
"Carsch, Catharina Babette","Altonaer Str. 5,  Berlin","","","","restaurants"
"Stern, Otto","Altonaer Str. 6,  Berlin","","","","textiles and clothing"
"Hugo Bornstein","Altonaerstr. 12,  Berlin","1901","1934.0","1936.0","textiles and clothing"
"Fa. Hausverwaltungen und Hypotheken GmbH","Alvenslebenstr. 7,  Berlin","","","","real estate"
"Feinkost Pförtner","Am Bayerischen Platz ,  Berlin","","","","Nahrungs- und Genussmittel"
"Charlottenburger Wasser- und Industriewerke AG","Am Bayerischen Platz 9,  Berlin","1900","1933.0","","other"
"Doppellandhaus Dahlem GmbH","Am Erlenbusch 4,  Berlin","1912","1936.0","1936.0",""
"Wilhelm Graetz, Bankgeschäft","Am Erlenbusch 4,  Berlin","1925","1933.0","","banks and insurance"
"Formstecher & Co","Am Fehrbelliner Platz ,  Berlin","1927","","","publishing and printing"
"Gebrüder Wolfermann","Am Friedrichshain 16/23,  Berlin","1912","1938.0","1938.0","Nahrungs- und Genussmittel"
"Paul Merel Pappen-Großhandlung","Am Friedrichshain 16/23,  Berlin","1931","1934.0","","paper and paper goods"
"Salo Brück","Am Friedrichshain 8,  Berlin","1916","1939.0","","textiles and clothing"
"Ahrends, Edmund","Am Gr. Wannsee 5,  Berlin","","","",""
"Graphische Kunstanstalt Ernst Zieger","Am Johannistisch  9,  Berlin","","","","advertising"
"Kammerich-Werke AG","Am Karlsbad 16,  Berlin","1896","1938.0","","metals and metal goods"
"Willi Beissinger","Am Karlsbad 21,  Berlin","1927","1935.0","","banks and insurance"
"Schindler & Presch","Am Köllnischen Park 1,  Berlin","1921","1939.0","1940.0","textiles and clothing"
"Marcus & Rosenberg","Am Köllnischen Park 6,  Berlin","1929","1937.0","","textiles and clothing"
"Richard Weinberg","Am Köllnischen Park 7,  Berlin","1920","1936.0","","publishing and printing"
"Erich Loewenstein","Am Köllnischen Park 7,  Berlin","1923","1938.0","","Möbel"
"W. Bandmann","Am Köllnischen Park 7,  Berlin","1899","1940.0","","textiles and clothing"
"Julius Schimmel & Co","Am Königsgraben 4,  Berlin","1935","1941.0","","Nahrungs- und Genussmittel"
"Dr. Philipp Lederer","Am Kupfergraben 4,  Berlin","1910","1937.0","","jewelry and precious metals"
"Strasser & Co Bankgeschäft","Am Kupfergraben 4,  Berlin","1908","1937.0","","banks and insurance"
"S. Rand GmbH","Am Kupfergraben 4,  Berlin","1924","1940.0","",""
"Victor S. Wittenberg","Am Kupfergraben 4a,  Berlin","1910","1938.0","","Nahrungs- und Genussmittel"
"Krakau & Hesse","Am Kupfergraben 4a,  Berlin","1869","1939.0","","Nahrungs- und Genussmittel"
"Gust. Salinger","Am Kupfergraben 5,  Berlin","1900","1932.0","","Nahrungs- und Genussmittel"
"Max Simon","Am Kupfergraben 5,  Berlin","1908","1940.0","","Nahrungs- und Genussmittel"
"Mendel Safir","Am Markt 1,  Berlin","1936","1940.0","","textiles and clothing"
"Strickwaren- Wäsche- u. Trikotagen Markt Feiwel Troper","Am Markt 3,  Berlin","1929","1939.0","","textiles and clothing"
"Wohag Wohlfeil Handelsgesellschaft mbH","Am Markt 4/5,  Berlin","1932","1935.0","","other"
"Fa. Ruheplatz 12 Hausverwaltungs-GmbH","Am Park 11,  Berlin","","","","real estate"
"Orion Hausverwaltungsgesellschaft mbH","Am Park 11,  Berlin","1922","","","real estate"
"Dr. jur. Ernst Meyer","Am Park 18,  Berlin","1934","1940.0","","banks and insurance"
"Ahasver Grundstücks-Verwaltungs- und Verwertungs-AG","Am Park 20,  Berlin","1922","1937.0","","real estate"
"Langweil, Richard","Am Park 23,  Berlin","","","",""
"Max Levi Lederwaren","Am Rosenanger 21,  Berlin","1915","1938.0","","textiles and clothing"
"Bau- und Bodengesellschaft Wannsee mbH","Am Sandwerder 10,  Berlin","1923","1936.0","1937.0","real estate"
"Motorwagen-Vertrieb Ludwig u. Robert Reichmann","Am Schloßplatz 1,  Berlin","1935","1939.0","","machines, motor vehicles & technical articles"
"Leo Blumenthal","Am Stadtpark 4,  Berlin","1925","1937.0","","Nahrungs- und Genussmittel"
"G. Feibisch AG","Am Treptower Park 28/30,  Berlin","1919","1938.0","","Möbel"
"Karl Herzog","Am Treptower Park 43,  Berlin","1911","1943.0","","Nahrungs- und Genussmittel"
"Jacobsohn, Emmy","Am Treptower Park 49,  Berlin","","","","textiles and clothing"
"Carl Nadelmann","Am Weidendamm 1,  Berlin","1927","1933.0","","Nahrungs- und Genussmittel"
"Marcus & Volkmar","Am Weidendamm 1a,  Berlin","1900","1937.0","","banks and insurance"
"Max A. Goldschmidt","Am Weidendamm 1a,  Berlin","1927","1938.0","","banks and insurance"
"Herzberg, Berthold","Am Wieselbau 26,  Berlin","","","","household goods"
"Deutsches National-Theater AG","Am Zirkus 1,  Berlin","1917","1934.0","","restaurants"
"Max Tarlowsky","Am Zirkus 7,  Berlin","1923","1937.0","","metals and metal goods"
"Jos. Steinberg GmbH","Amalienstr. 2/4,  Berlin","1926","1936.0","","textiles and clothing"
"S. Rawitzki","An der Apostelkirche 7,  Berlin","1909","1938.0","","Nahrungs- und Genussmittel"
"Oskar Edinger","An der Heerstr. 77,  Berlin","1927","1934.0","","banks and insurance"
"J. Lewinski & Co","An der Jerusalemer Kirche 2,  Berlin","1931","1939.0","","textiles and clothing"
"Dr. Gustav Wicke","An der Ringbahn ,  Berlin","1909","1938.0","","chemicals and pharmaceuticals"
"Ary Doctor","An der Schleuse 12,  Berlin","1904","1938.0","","textiles and clothing"
"Louis L. Rabow","An der Schleuse 12,  Berlin","1915","1938.0","","textiles and clothing"
"C. N. Engelhard","An der Schleuse 13,  Berlin","1900","1938.0","","banks and insurance"
"Moses Kirschenbaum","An der Spandauer Brücke  6,  Berlin","","","","textiles and clothing"
"Stempel-Kaffee","An der Spandauer Brücke  6,  Berlin","","","","Nahrungs- und Genussmittel"
"Hansjacob Bornstein","An der Spandauer Brücke  9,  Berlin","","","","banks and insurance"
"Willi W. Neumann","An der Spandauer Brücke 1,  Berlin","1916","1936.0","","Nahrungs- und Genussmittel"
"Erber & Co","An der Spandauer Brücke 1,  Berlin","1931","1939.0","","textiles and clothing"
"Maximilian Meyer","An der Spandauer Brücke 1,  Berlin","1903","1939.0","","Nahrungs- und Genussmittel"
"Simon Kaplan","An der Spandauer Brücke 11,  Berlin","1922","1941.0","","Nahrungs- und Genussmittel"
"Julius Pinner","An der Spandauer Brücke 12,  Berlin","1911","1938.0","","other"
"Goldberg & Co","An der Spandauer Brücke 13,  Berlin","1935","1939.0","","textiles and clothing"
"Kiwe Windholz, Mech. Herren-Kleiderfabrik","An der Spandauer Brücke 13,  Berlin","1925","1939.0","","textiles and clothing"
"A. Chill & Co","An der Spandauer Brücke 13, Berlin","1921","1938.0","","Nahrungs- und Genussmittel"
"Jakob Sokal","An der Spandauer Brücke 14,  Berlin","1935","1939.0","","Nahrungs- und Genussmittel"
"Gotthilf Rosenbaum","An der Spandauer Brücke 15,  Berlin","1919","1932.0","","textiles and clothing"
"L. Pakuscher","An der Spandauer Brücke 15,  Berlin","1901","1940.0","","publishing and printing"
"Leinen-Baumwollwaren Tuche & Futterstoffe en gros Max Herzog","An der Spandauer Brücke 15,  Berlin","1914","1940.0","","textiles and clothing"
"N. Schneidemühl","An der Spandauer Brücke 1a,  Berlin","1900","1932.0","","textiles and clothing"
"Alfred Mokrauer","An der Spandauer Brücke 1b,  Berlin","1920","1940.0","1940.0","textiles and clothing"
"Simon Barber","An der Spandauer Brücke 1b,  Berlin","1921","1939.0","","textiles and clothing"
"Albert Moses","An der Spandauer Brücke 2,  Berlin","1902","1936.0","","textiles and clothing"
"F. & M. Grunwald","An der Spandauer Brücke 2,  Berlin","1933","1939.0","","textiles and clothing"
"Moritz J. Marcus","An der Spandauer Brücke 2,  Berlin","1901","1939.0","","textiles and clothing"
"Seidemann & Co","An der Spandauer Brücke 2,  Berlin","1937","1940.0","","textiles and clothing"
"Schwarz & Rosenau","An der Spandauer Brücke 2,  Berlin","1901","","","textiles and clothing"
"Emanuel Japhet","An der Spandauer Brücke 4/5,  Berlin","1901","1939.0","","paper and paper goods"
"Huthaus Rekord Samuel Horowitz","An der Spandauer Brücke 6,  Berlin","1922","1938.0","1939.0","textiles and clothing"
"C. Borinski & Co","An der Spandauer Brücke 6,  Berlin","1905","1938.0","1939.0","leather and shoes"
"Gorodecki & Will","An der Spandauer Brücke 6,  Berlin","1929","1939.0","","household goods"
"M. & L. Hausen","An der Spandauer Brücke 6,  Berlin","1913","1942.0","","paper and paper goods"
"Sittenfeld & Cossmann","An der Stechbahn 1,  Berlin","1930","1938.0","","textiles and clothing"
"Jacquier & Securius","An der Stechbahn 3/4,  Berlin","1817","1938.0","1938.0","banks and insurance"
"B.R.C. Helvetia e.V.","An der Wuhlheide 196,  Berlin","","","","Nahrungs- und Genussmittel"
"Emerich C. Kellermann","Andreasstr. 26,  Berlin","1904","1938.0","1939.0","textiles and clothing"
"Nathan Goldschmidt","Andreasstr. 31,  Berlin","1909","1936.0","","metals and metal goods"
"Berliner Mazzoth Fabrik Brüder Herzog","Andreasstr. 32,  Berlin","1924","1938.0","","Nahrungs- und Genussmittel"
"Dampfbrotfabrik Wilhelma Michael Herzog","Andreasstr. 32,  Berlin","1921","1938.0","","Nahrungs- und Genussmittel"
"Eugen Oppenheimer","Andreasstr. 32,  Berlin","1926","1938.0","","Nahrungs- und Genussmittel"
"Landsberger Gebr.","Andreasstr. 40,  Berlin","1919","1939.0","","machines, motor vehicles & technical articles"
"Ernst Schlesinger Zigarren- und Tabak-Fabrik","Andreasstr. 40,  Berlin","1919","1940.0","","Nahrungs- und Genussmittel"
"Julius Mannes","Andreasstr. 43,  Berlin","1930","1939.0","","textiles and clothing"
"Andreas-Club Gebrüder Marcus","Andreasstr. 48,  Berlin","1933","","1940.0","textiles and clothing"
"Max Marcus & Söhne","Andreasstr. 48,  Berlin","1903","1938.0","","textiles and clothing"
"Heinrich Lewinski","Andreasstr. 48,  Berlin","1900","1940.0","","textiles and clothing"
"Scherzer & Broh","Andreasstr. 5,  Berlin","1929","1938.0","","banks and insurance"
"Confektionshaus Osten Salo Kainer","Andreasstr. 52,  Berlin","1911","1938.0","","textiles and clothing"
"Leiser Kranzler","Andreasstr. 57,  Berlin","1916","1936.0","","Nahrungs- und Genussmittel"
"Werksbedarf Kurt Methner","Andreasstr. 59,  Berlin","1938","1939.0","","machines, motor vehicles & technical articles"
"Arnold Lippmann Inh. David Lippmann","Andreasstr. 6,  Berlin","1921","1939.0","","Nahrungs- und Genussmittel"
"Leo Meyersohn","Andreasstr. 68,  Berlin","1924","1940.0","","Nahrungs- und Genussmittel"
"Carl Raehmer Nchflg.","Andreasstr. 69,  Berlin","1903","1939.0","","textiles and clothing"
"Salomon Messinger","Andreasstr. 69,  Berlin","1930","1940.0","","textiles and clothing"
"Wäscherei Frau Knauder","Anemonenstr.  14,  Berlin","","","","textiles and clothing"
"Camnitzer & Co","Anhalter Str. 13,  Berlin","1919","1941.0","","Möbel"
"GRG Großberliner Reinigungs-GmbH","Anhalter Str. 3,  Berlin","1930","1933.0","1939.0","other"
"S. Guttfeld & Co","Anhalter Str. 7,  Berlin","1913","","","paper and paper goods"
"Gebr. Brodsky GmbH","Anhalter Str. 8,  Berlin","1922","1935.0","","electrical goods"
"Gabriel Weinblatt","Anklamer Str.  47,  Berlin","","","","household goods"
"Elektro-Großhandel Willi Redlich","Anklamer Str. 33,  Berlin","1929","1930.0","1934.0","electrical goods"
"Tegge und Neubert","Anklamer Str. 33,  Berlin","1919","1939.0","","publishing and printing"
"Zions-Apotheke u. Drogerie Isbert Semmel","Anklamer Str. 39,  Berlin","1902","1936.0","","pharmacies"
"Dr. H. Sauer GmbH","Anklamer Str. 39,  Berlin","1912","1939.0","","chemicals and pharmaceuticals"
"Jacob Jonas","Annenstr.  9,  Berlin","","","","construction"
"Salke Gettinger Putz- und Bettfedern Engros","Annenstr. 12,  Berlin","1922","1939.0","","textiles and clothing"
"Hahn'sches Kleiderwerk GmbH","Annenstr. 3,  Berlin","1922","","","textiles and clothing"
"Hermann Gerber & Co","Ansbacher Str 2,  Berlin","1928","1935.0","","textiles and clothing"
"Leopold Weiß","Ansbacher Str 21,  Berlin","1900","","","Nahrungs- und Genussmittel"
"Albert Joel junior","Ansbacher Str 22,  Berlin","1913","1939.0","","metals and metal goods"
"Theodor Löwenthal","Ansbacher Str 4,  Berlin","1906","1938.0","1939.0","Nahrungs- und Genussmittel"
"Willy Neißer","Ansbacher Str.  23,  Berlin","","","","jewelry and precious metals"
"Feinbäckerei Grüsser","Ansbacher Str.  29,  Berlin","","","","Nahrungs- und Genussmittel"
"Jalousien-Stein","Ansbacher Str.  29,  Berlin","","","","textiles and clothing"
"Sally Appel","Ansbacher Str.  38,  Berlin","","","","Nahrungs- und Genussmittel"
"Hermann Löwinger","Ansbacher Str.  40,  Berlin","","","","textiles and clothing"
"Arthur Geisler","Ansbacher Str.  42,  Berlin","","","","textiles and clothing"
"Otto Kempner (Kemper)","Ansbacher Str.  46,  Berlin","","","","chemicals and pharmaceuticals"
"Hans Bombek","Ansbacher Str.  48,  Berlin","","","","textiles and clothing"
"Armin Katz","Ansbacher Str.  8,  Berlin","","","","textiles and clothing"
"Sigbert Gehr","Ansbacher Str.  9,  Berlin","","","","Nahrungs- und Genussmittel"
"Juwelen Leihhaus Rakowski & Scheinholz","Ansbacher Str. 10,  Berlin","1924","1941.0","","jewelry and precious metals"
"Weltrundschau Presse-Photo-Verlag Rudolf Birnbach","Ansbacher Str. 17,  Berlin","1930","1934.0","","photography and film"
"Leopold Wolff","Ansbacher Str. 51,  Berlin","1925","1938.0","","banks and insurance"
"Georg Schlochauer","Ansbacher Str. 55,  Berlin","1927","1938.0","","machines, motor vehicles & technical articles"
"Arthur Sommerfeld","Ansbacher Str. 55,  Berlin","1919","1940.0","","chemicals and pharmaceuticals"
"Gorbatschow Liköre J. Kramer & Co","Ansbacher Str. 8a,  Berlin","1928-01-27","1938.0","","Nahrungs- und Genussmittel"
"Ivan Lesser","Ansbacher Str. 9,  Berlin","1901","1937.0","","banks and insurance"
"Rosenstock, Frieda","Ansbacherstr. 25,  Berlin","","","",""
"Abraham Schaul","Anzengruberstr.  11,  Berlin","","","","household goods"
"J. Lauffer & Co Kurzwaren Engros","Anzengruberstr. 26,  Berlin","1926","1941.0","","textiles and clothing"
"Albert Krotoschin","Anzengruberstr. 6,  Berlin","1936","1940.0","","construction"
"Böhm & Co","Apostel Paulus Str. 12,  Berlin","1927","1938.0","","chemicals and pharmaceuticals"
"Geschwister Hülse","Apostel-Paulus-Str.  26,  Berlin","","","","textiles and clothing"
"Isidor Schwalbe","Apostel-Paulus-Str. 18 (AF),  Berlin","1938","1941.0","","Möbel"
"Horwitz, James","Apostel-Paulus-Str. 20,  Berlin","","","","Nahrungs- und Genussmittel"
"Voss, Hertha","Apostel-Paulus-Str. 25,  Berlin","","","","textiles and clothing"
"Joseph, Adolf","Apostel-Paulus-Str. 26,  Berlin","","","",""
"Dienemann, Hans","Apostel-Paulusstr. 36,  Berlin","","","",""
"Siegfried Tockus","Arminiushalle, Stand  285,  Berlin","","","","textiles and clothing"
"Badasch, Max","Arndtstr. 29,  Berlin","","","",""
"Gustav Stahr","Artilleriestr.  36,  Berlin","","","","textiles and clothing"
"Hugo Samter","Artilleriestr. 3,  Berlin","1935","1939.0","","leather and shoes"
